,Year,Month,Day,User Score,Title,Genre,Duration [minutes],Director,Lead_Actor_1,Lead_Actor_2,Budget [USD],Revenue [USD],Language,Classification
841,2019,Nov,14,77,Les Misérables (2019),"['Crime', 'Drama', 'Thriller']",103,Ladj Ly,Damien Bonnard,Alexis Manenti,-,-,French,R
842,2007,Sep,07,77,Atonement (2007),"['Drama', 'Romance']",123,Joe Wright,Keira Knightley,James McAvoy,"$30,000,000.00","$131,016,624.00",English,R
843,1944,Oct,11,77,Laura (1944),"['Drama', 'Mystery']",88,Otto Preminger,Gene Tierney,Dana Andrews,"$1,020,000.00","$2,000,000.00",English,NR
844,1969,Jun,17,77,The Wild Bunch (1969),"['Adventure', 'Western']",145,Walon Green,William Holden,Ernest Borgnine,"$6,244,087.00","$638,641.00",English,R
845,2016,Dec,22,77,My Mom is a Character 2 (2016),['Comedy'],96,César Rodrigues,Paulo Gustavo,Rodrigo Pandolfo,"$2,000,000.00","$37,858,128.00",Portuguese,12
846,2008,Oct,24,77,"Synecdoche, New York (2008)",['Drama'],124,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,"$20,000,000.00","$4,383,538.00",English,R
847,2021,Sep,01,77,Shang-Chi and the Legend of the Ten Rings (2021),"['Action', 'Adventure', 'Fantasy']",132,Destin Daniel Cretton,Simu Liu,Tony Leung Chiu-wai,"$150,000,000.00","$432,243,292.00",English,PG13
848,1949,Sep,02,76,White Heat (1949),"['Crime', 'Drama', 'Thriller']",114,Raoul Walsh,James Cagney,Virginia Mayo,"$1,300,000.00","$3,483,000.00",English,NR
849,1998,Oct,16,76,Kuch Kuch Hota Hai (1998),"['Romance', 'Drama']",185,Karan Johar,Shah Rukh Khan,Kajol,"$153,000.00","$15,306,000.00",Hindi,U
850,1981,Mar,05,76,I'm Starting from Three (1981),['Comedy'],110,Massimo Troisi,Massimo Troisi,Fiorenza Marchegiani,-,-,Italian,T
851,1971,Dec,20,76,Harold and Maude (1971),"['Comedy', 'Drama', 'Romance']",91,Hal Ashby,Ruth Gordon,Bud Cort,"$1,200,000.00",-,English,PG
852,2020,Aug,07,76,Work It (2020),"['Comedy', 'Music']",93,Laura Terruso,Sabrina Carpenter,Liza Koshy,-,-,English,PG13
853,2016,Apr,23,77,Yu-Gi-Oh!: The Dark Side of Dimensions (2016),"['Adventure', 'Animation']",130,Satoshi Kuwabara,Kenjiro Tsuda,Shunsuke Kazama,-,"$1,015,339.00",Japanese,PG
854,2007,Mar,09,76,The Ultimate Gift (2007),"['Romance', 'Drama', 'Family']",114,Michael O. Sajbel,Drew Fuller,Abigail Breslin,-,"$3,438,735.00",English,PG
855,1975,Jun,20,76,Jaws (1975),"['Horror', 'Thriller', 'Adventure']",124,Peter Benchley,Roy Scheider,Robert Shaw,"$7,000,000.00","$470,653,000.00",English,PG
856,2014,Sep,25,76,Who Am I (2014),['Thriller'],105,Baran bo Odar,Tom Schilling,Elyas M'Barek,-,"$7,700,259.00",German,NR
857,1996,Mar,06,76,Primal Fear (1996),"['Crime', 'Drama', 'Mystery', 'Thriller']",129,Gregory Hoblit,Richard Gere,Laura Linney,"$30,000,000.00","$102,616,183.00",English,R
858,2002,Jan,23,76,The Count of Monte Cristo (2002),"['Adventure', 'Drama', 'History']",131,Kevin Reynolds,Jim Caviezel,Guy Pearce,"$35,000,000.00","$75,395,048.00",English,PG13
859,1982,Mar,02,76,Fitzcarraldo (1982),"['Drama', 'Adventure']",157,Werner Herzog,Klaus Kinski,Claudia Cardinale,"$7,362,000.00",-,German,PG
860,1968,Feb,07,76,Planet of the Apes (1968),"['Science Fiction', 'Adventure', 'Drama', 'Action']",112,Franklin J. Schaffner,Charlton Heston,Roddy McDowall,"$5,800,000.00","$32,589,624.00",English,G
861,1992,Nov,25,76,Aladdin (1992),"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",90,Daan Jippes,Scott Weinger,Robin Williams,"$28,000,000.00","$504,050,219.00",English,A
862,2020,Mar,12,76,I Still Believe (2020),"['Music', 'Drama', 'Romance']",115,Jon Erwin,K.J. Apa,Britt Robertson,-,-,English,PG
863,1983,Oct,19,76,Mickey's Christmas Carol (1983),"['Family', 'Animation']",26,Burny Mattinson,Alan Young,Wayne Allwine,"$3,000,000.00","$21,000,000.00",English,G
864,1962,Jan,23,76,Jules and Jim (1962),"['Drama', 'Romance']",110,François Truffaut,Jeanne Moreau,Oskar Werner,-,-,French,NR
865,2022,Mar,30,76,Sonic the Hedgehog 2 (2022),"['Action', 'Adventure', 'Family', 'Comedy']",122,Josh Miller,James Marsden,Ben Schwartz,"$110,000,000.00","$401,800,000.00",English,A
866,1986,Jan,01,76,Blue Velvet (1986),"['Drama', 'Crime', 'Mystery', 'Thriller']",2,David Lynch,Kyle MacLachlan,Isabella Rossellini,"$6,000,000.00","$8,618,766.00",English,C
867,2015,Jan,24,76,Kingsman: The Secret Service (2015),"['Crime', 'Comedy', 'Action', 'Adventure']",129,Matthew Vaughn,Colin Firth,Samuel L. Jackson,"$81,000,000.00","$414,351,546.00",English,B15
868,2015,Aug,07,76,Boruto: Naruto the Movie (2015),"['Animation', 'Action', 'Comedy']",95,Masashi Kishimoto,Yuko Sanpei,Kokoro Kikuchi,-,"$40,200,000.00",Japanese,PG13
869,1939,Jul,09,76,The Rules of the Game (1939),"['Drama', 'Comedy', 'Romance']",106,Jean Renoir,Nora Gregor,Paulette Dubost,"$8,847,685.00",-,French,NR
870,2021,Nov,24,76,The Hand of God (2021),['Drama'],130,Paolo Sorrentino,Filippo Scotti,Toni Servillo,-,-,Italian,R
871,1986,Jun,11,76,Ferris Bueller's Day Off (1986),['Comedy'],103,John Hughes,Matthew Broderick,Alan Ruck,"$6,000,000.00","$70,136,369.00",English,PG13
872,2021,Aug,23,76,The Witcher: Nightmare of the Wolf (2021),"['Animation', 'Action', 'Fantasy']",83,Han Kwang-il,Theo James,Mary McDonnell,-,-,English,R
873,2015,Sep,19,76,The Anthem of the Heart (2015),"['Animation', 'Drama', 'Music', 'Romance']",119,Tatsuyuki Nagai,Inori Minase,Koki Uchiyama,-,"$8,852,989.00",Japanese,PG
874,1997,Oct,07,76,Boogie Nights (1997),['Drama'],156,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,"$15,000,000.00","$43,101,594.00",English,R
875,1958,Jan,29,76,Elevator to the Gallows (1958),"['Crime', 'Drama', 'Thriller']",91,Louis Malle,Jeanne Moreau,Maurice Ronet,-,"$263,404.00",French,
876,1967,Dec,11,76,Guess Who's Coming to Dinner (1967),['Drama'],108,Stanley Kramer,Katharine Houghton,Sidney Poitier,"$4,000,000.00","$56,666,667.00",English,NR
877,1925,Dec,24,76,Battleship Potemkin (1925),"['Drama', 'History']",75,Sergei Eisenstein,Aleksandr Antonov,Vladimir Barsky,-,"$45,100.00",Russian,NR
878,1947,May,26,76,Black Narcissus (1947),['Drama'],100,Michael Powell,Deborah Kerr,David Farrar,"$424,000.00",-,English,NR
879,2014,Aug,01,76,Rurouni Kenshin Part II: Kyoto Inferno (2014),"['Action', 'Adventure', 'Drama', 'Fantasy']",138,Keishi Ōtomo,Takeru Satoh,Emi Takei,-,-,Japanese,PG13
880,2014,Mar,27,76,The Raid 2 (2014),"['Action', 'Crime', 'Thriller']",150,Gareth Evans,Iko Uwais,Arifin Putra,"$4,500,000.00","$6,566,916.00",Indonesian,R
881,1991,Dec,20,76,JFK (1991),"['Drama', 'Thriller', 'History']",189,Oliver Stone,Kevin Costner,Tommy Lee Jones,"$40,000,000.00","$205,405,498.00",English,R
882,1984,Oct,26,76,The Terminator (1984),"['Action', 'Thriller', 'Science Fiction']",108,James Cameron,Arnold Schwarzenegger,Michael Biehn,"$6,400,000.00","$78,371,200.00",English,B15
883,2019,Nov,01,76,The Irishman (2019),"['Crime', 'Drama', 'History']",209,Martin Scorsese,Robert De Niro,Al Pacino,"$159,000,000.00","$968,853.00",English,R
884,2007,Jun,10,76,The Man from Earth (2007),"['Science Fiction', 'Drama']",87,Richard Schenkman,David Lee Smith,Tony Todd,"$200,000.00",-,English,NR
885,1999,Feb,19,76,October Sky (1999),"['Drama', 'Family']",108,Joe Johnston,Laura Dern,Jake Gyllenhaal,"$25,000,000.00","$34,698,685.00",English,PG
886,2008,Apr,30,76,Iron Man (2008),"['Action', 'Science Fiction', 'Adventure']",126,Jon Favreau,Robert Downey Jr.,Terrence Howard,"$140,000,000.00","$585,174,222.00",English,B
887,2017,Apr,19,76,Guardians of the Galaxy Vol. 2 (2017),"['Adventure', 'Action', 'Science Fiction']",137,James Gunn,Chris Pratt,Zoe Saldaña,"$200,000,000.00","$863,756,051.00",English,B
888,1991,Jan,31,76,Mediterraneo (1991),"['Comedy', 'Romance', 'War']",96,Enzo Monteleone,Diego Abatantuono,Claudio Bigagli,-,"$4,532,791.00",Italian,T
889,1933,Mar,15,76,King Kong (1933),"['Adventure', 'Fantasy', 'Horror']",104,Merian C. Cooper,Robert Armstrong,Fay Wray,"$672,000.00","$10,000,000.00",English,NR
890,2021,Aug,11,76,Free Guy (2021),"['Comedy', 'Adventure', 'Science Fiction']",115,Matt Lieberman,Ryan Reynolds,Jodie Comer,"$110,000,000.00","$331,096,766.00",English,PG13
891,2021,Aug,06,76,My Hero Academia: World Heroes' Mission (2021),"['Animation', 'Action', 'Adventure', 'Science Fiction']",105,Kohei Horikoshi,Daiki Yamashita,Nobuhiko Okamoto,-,"$38,410,729.00",Japanese,PG13
892,2002,Aug,23,76,Lilya 4-ever (2002),"['Crime', 'Drama']",109,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharsky,"$4,600,000.00","$1,007,747.00",Swedish,C
893,1968,Oct,04,76,Night of the Living Dead (1968),"['Horror', 'Thriller', 'Science Fiction', 'Drama']",96,George A. Romero,Duane Jones,Judith O'Dea,"$114,000.00","$30,000,000.00",English,NR
894,2018,Jan,26,76,Forever My Girl (2018),"['Romance', 'Drama', 'Music']",104,Bethany Ashton Wolf,Alex Roe,Jessica Rothe,"$3,500,000.00","$16,367,326.00",English,PG
895,1979,Dec,19,76,Being There (1979),"['Comedy', 'Drama']",130,Jerzy Kosiński,Peter Sellers,Shirley MacLaine,-,"$30,177,511.00",English,PG
896,1966,May,25,76,Au Hasard Balthazar (1966),['Drama'],96,Robert Bresson,Anne Wiazemsky,Walter Green,-,"$39,388.00",French,U
897,1997,Feb,20,76,Knockin' on Heaven's Door (1997),"['Comedy', 'Crime']",87,Thomas Jahn,Til Schweiger,Jan Josef Liefers,-,-,German,12
898,2010,Jun,04,76,Confessions (2010),"['Drama', 'Thriller', 'Mystery']",107,Tetsuya Nakashima,Takako Matsu,Masaki Okada,-,-,Japanese,R15
899,1960,Jan,11,76,Eyes Without a Face (1960),"['Drama', 'Horror', 'Thriller']",84,Jean Redon,Pierre Brasseur,Alida Valli,-,"$58,656.00",French,16
900,1960,Mar,16,76,Breathless (1960),"['Drama', 'Crime']",90,Jean-Luc Godard,Jean-Paul Belmondo,Jean Seberg,-,-,French,U
901,2015,Nov,27,76,The Danish Girl (2015),['Drama'],119,Tom Hooper,Eddie Redmayne,Alicia Vikander,"$15,000,000.00","$64,191,523.00",English,R
902,1987,May,27,76,The Last Emperor (1987),"['Drama', 'History']",163,Bernardo Bertolucci,John Lone,Peter O'Toole,"$23,000,000.00","$43,984,230.00",English,PG13
903,1969,Jan,15,76,Butch Cassidy and the Sundance Kid (1969),"['Western', 'Drama', 'Crime']",111,George Roy Hill,Paul Newman,Robert Redford,"$6,000,000.00","$102,308,889.00",English,PG
904,2018,Mar,28,76,Ready Player One (2018),"['Science Fiction', 'Adventure', 'Action']",140,Ernest Cline,Tye Sheridan,Olivia Cooke,"$175,000,000.00","$582,890,172.00",English,A
905,2001,Aug,02,76,The Others (2001),"['Horror', 'Mystery', 'Thriller']",101,Alejandro Amenábar,Nicole Kidman,Fionnula Flanagan,"$17,000,000.00","$209,947,037.00",English,PG13
906,2016,Sep,15,76,The Beatles: Eight Days a Week - The Touring Years (2016),['Documentary'],106,Ron Howard,Paul McCartney,Ringo Starr,-,"$12,283,800.00",English,NR
907,1970,Oct,19,76,Le Cercle Rouge (1970),"['Thriller', 'Crime']",140,Jean-Pierre Melville,Alain Delon,Bourvil,-,-,French,U
908,1956,Nov,08,76,Giant (1956),"['Drama', 'Western']",201,George Stevens,Elizabeth Taylor,Rock Hudson,"$5,400,000.00","$32,855,818.00",English,NR
909,2015,Jan,25,76,Going Clear: Scientology and the Prison of Belief (2015),['Documentary'],119,Alex Gibney,Paul Haggis,Jason Beghe,-,-,English,15
910,1944,Sep,01,76,Arsenic and Old Lace (1944),"['Comedy', 'Crime']",118,Frank Capra,Cary Grant,Priscilla Lane,"$1,120,175.00",-,English,NR
911,2000,Jun,16,76,Amores Perros (2000),"['Drama', 'Thriller']",154,Guillermo Arriaga,Gael García Bernal,Vanessa Bauche,"$2,000,000.00","$20,908,467.00",Spanish; Castilian,C
912,2021,Jul,28,76,The Suicide Squad (2021),"['Action', 'Comedy', 'Adventure']",132,James Gunn,Margot Robbie,Idris Elba,"$185,000,000.00","$168,657,565.00",English,R
913,1997,May,30,76,Happy Together (1997),"['Drama', 'Romance']",96,Wong Kar-wai,Tony Leung Chiu-wai,Leslie Cheung,"$125,000.00",-,Chinese,PG13
914,2013,Sep,28,76,"Like Father, Like Son (2013)",['Drama'],2,Hirokazu Kore-eda,Masaharu Fukuyama,Machiko Ono,-,"$19,978,961.00",Japanese,G
915,2005,Oct,12,76,The World's Fastest Indian (2005),"['Drama', 'Adventure', 'History']",127,Roger Donaldson,Anthony Hopkins,Walton Goggins,"$25,000,000.00",-,English,PG13
916,1973,Nov,29,76,The Holy Mountain (1973),['Drama'],114,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,"$750,000.00",-,Spanish; Castilian,R
917,1962,Oct,01,76,The Manchurian Candidate (1962),"['Thriller', 'Drama', 'Mystery']",126,John Frankenheimer,Frank Sinatra,Laurence Harvey,"$2,200,000.00","$7,700,000.00",English,PG13
918,2017,Feb,24,76,Get Out (2017),"['Mystery', 'Thriller', 'Horror']",104,Jordan Peele,Daniel Kaluuya,Allison Williams,"$4,500,000.00","$255,407,969.00",English,R
919,2018,Aug,24,76,Searching (2018),"['Thriller', 'Mystery', 'Drama']",102,Aneesh Chaganty,John Cho,Michelle La,"$1,000,000.00","$75,462,037.00",English,PG13
920,1960,Mar,10,76,Purple Noon (1960),"['Crime', 'Drama', 'Thriller']",115,René Clément,Alain Delon,Marie Laforêt,-,-,French,PG13
921,1967,Jun,15,76,The Dirty Dozen (1967),"['Action', 'Adventure', 'War']",150,Robert Aldrich,Lee Marvin,Ernest Borgnine,"$5,400,000.00","$45,300,000.00",English,NR
922,2010,Jul,16,76,The Secret World of Arrietty (2010),"['Fantasy', 'Animation', 'Family']",94,Hiromasa Yonebayashi,Mirai Shida,Ryunosuke Kamiki,"$23,000,000.00","$145,570,827.00",Japanese,G
923,1995,May,10,76,A Little Princess (1995),"['Drama', 'Family', 'Fantasy']",97,Alfonso Cuarón,Liesel Matthews,Eleanor Bron,"$17,000,000.00",-,English,AA
924,1997,Nov,20,76,Anastasia (1997),"['Animation', 'Family', 'Fantasy', 'Adventure']",94,Don Bluth,Meg Ryan,John Cusack,"$53,000,000.00","$139,804,348.00",English,A
925,1987,Aug,21,76,Maurice (1987),"['Drama', 'Romance']",140,James Ivory,James Wilby,Hugh Grant,-,"$2,438,304.00",English,R
926,2015,Jul,29,76,The Little Prince (2015),"['Adventure', 'Animation', 'Fantasy', 'Family']",108,Mark Osborne,Jeff Bridges,Mackenzie Foy,"$64,000,000.00","$97,571,250.00",English,PG
927,1963,Dec,21,76,"Yesterday, Today and Tomorrow (1963)","['Drama', 'Comedy', 'Romance']",119,Vittorio De Sica,Sophia Loren,Marcello Mastroianni,-,-,Italian,T
928,2004,Sep,24,76,The Consequences of Love (2004),"['Drama', 'Thriller']",100,Paolo Sorrentino,Toni Servillo,Olivia Magnani,-,-,Italian,12
929,2008,Jan,30,76,Changeling (2008),"['Crime', 'Drama', 'Mystery']",141,Clint Eastwood,Angelina Jolie,John Malkovich,"$55,000,000.00","$113,020,255.00",English,R
930,2022,Jun,24,76,The Sea Beast (2022),"['Animation', 'Adventure', 'Family', 'Fantasy']",119,Chris Williams,Karl Urban,Zaris-Angel Hator,-,-,English,PG
931,2006,Jan,01,76,The Fall (2006),"['Adventure', 'Fantasy', 'Drama']",117,Tarsem Singh,Catinca Untaru,Lee Pace,"$30,000,000.00","$3,669,465.00",English,R
932,1993,Dec,25,76,Tombstone (1993),"['Western', 'Action']",130,George P. Cosmatos,Kurt Russell,Val Kilmer,"$25,000,000.00","$56,505,065.00",English,R
933,2008,Dec,18,76,Seven Pounds (2008),['Drama'],123,Gabriele Muccino,Will Smith,Rosario Dawson,"$55,000,000.00","$168,167,691.00",English,B
934,2017,Oct,24,76,Thor: Ragnarok (2017),"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Comedy']",131,Taika Waititi,Chris Hemsworth,Tom Hiddleston,"$180,000,000.00","$853,977,126.00",English,B
935,2014,May,16,76,The Fault in Our Stars (2014),"['Romance', 'Drama']",126,Josh Boone,Shailene Woodley,Ansel Elgort,"$12,000,000.00","$307,166,834.00",English,PG13
936,1955,Apr,10,76,East of Eden (1955),"['Drama', 'Romance']",115,John Steinbeck,James Dean,Julie Harris,-,-,English,PG
937,2006,Sep,22,76,Children of Men (2006),"['Drama', 'Action', 'Thriller', 'Science Fiction']",109,Alfonso Cuarón,Clive Owen,Julianne Moore,"$76,000,000.00","$70,595,464.00",English,B15
938,2016,Feb,09,76,Deadpool (2016),"['Action', 'Adventure', 'Comedy']",108,Tim Miller,Ryan Reynolds,Morena Baccarin,"$58,000,000.00","$783,100,000.00",English,B15
939,2015,Apr,09,76,The Longest Ride (2015),"['Drama', 'Romance']",128,"George Tillman, Jr.",Scott Eastwood,Britt Robertson,"$34,000,000.00","$63,013,281.00",English,PG13
940,1975,Jun,10,76,Love and Death (1975),"['History', 'Comedy']",85,Woody Allen,Woody Allen,Diane Keaton,"$3,000,000.00","$20,173,742.00",English,PG
941,2000,Sep,29,76,Remember the Titans (2000),['Drama'],113,Boaz Yakin,Denzel Washington,Will Patton,"$30,000,000.00","$136,706,683.00",English,PG
942,1960,Sep,14,76,L'Avventura (1960),"['Drama', 'Mystery']",144,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,-,-,Italian,NR
943,1954,Nov,03,76,Godzilla (1954),"['Thriller', 'Horror', 'Science Fiction']",96,Ishirō Honda,Akira Takarada,Momoko Kôchi,"$900,000.00","$2,250,000.00",Japanese,NR
944,1997,Jan,15,76,Lost Highway (1997),"['Drama', 'Thriller', 'Mystery']",134,David Lynch,Bill Pullman,Patricia Arquette,"$15,000,000.00","$3,675,201.00",English,C
945,1995,Dec,29,76,Twelve Monkeys (1995),"['Science Fiction', 'Thriller', 'Mystery']",129,Terry Gilliam,Bruce Willis,Madeleine Stowe,"$29,000,000.00","$168,841,459.00",English,B15
946,2002,Mar,15,76,Talk to Her (2002),"['Drama', 'Romance']",112,Pedro Almodóvar,Leonor Watling,Rosario Flores,-,"$64,803,131.00",Spanish; Castilian,R
947,2014,May,27,76,Edge of Tomorrow (2014),"['Action', 'Science Fiction']",114,Doug Liman,Tom Cruise,Emily Blunt,"$178,000,000.00","$370,541,256.00",English,B
948,1992,Apr,16,76,Hard Boiled (1992),"['Action', 'Thriller', 'Crime']",126,John Woo,Chow Yun-Fat,Tony Leung Chiu-wai,"$4,500,000.00",-,Cantonese,R
949,1993,Feb,11,76,Groundhog Day (1993),"['Romance', 'Fantasy', 'Drama', 'Comedy']",101,Harold Ramis,Bill Murray,Andie MacDowell,"$14,600,000.00","$71,074,049.00",English,PG
950,2001,May,24,76,Moulin Rouge! (2001),"['Drama', 'Romance', 'Music']",128,Baz Luhrmann,Nicole Kidman,Ewan McGregor,"$52,500,000.00","$179,213,434.00",English,PG13
951,2018,Jun,15,76,Bao (2018),"['Animation', 'Family', 'Fantasy']",8,Domee Shi,Daniel Kailin,Sindy Lau,-,-,English,G
952,2017,Jan,19,76,A Dog's Purpose (2017),"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",100,W. Bruce Cameron,Josh Gad,K.J. Apa,"$22,000,000.00","$205,035,819.00",English,PG
953,1996,Oct,18,76,Sleepers (1996),"['Crime', 'Drama', 'Thriller']",147,Barry Levinson,Kevin Bacon,Billy Crudup,"$44,000,000.00","$165,615,285.00",English,R
954,1997,Sep,28,76,Taste of Cherry (1997),['Drama'],99,Abbas Kiarostami,Homayoun Ershadi,Abdolrahman Bagheri,-,-,Persian,U
955,1955,Oct,29,76,Rebel Without a Cause (1955),['Drama'],111,Nicholas Ray,James Dean,Natalie Wood,"$1,500,000.00","$199,963.00",English,PG13
956,2021,Oct,13,76,The Worst Person in the World (2021),"['Drama', 'Comedy', 'Romance']",128,Joachim Trier,Renate Reinsve,Anders Danielsen Lie,"$5,000,000.00","$11,800,000.00",Norwegian,R
957,1970,Dec,22,76,They Call Me Trinity (1970),"['Action', 'Comedy', 'Western']",106,Enzo Barboni,Terence Hill,Bud Spencer,-,-,Italian,G
958,2014,Jul,18,76,I Origins (2014),"['Science Fiction', 'Drama']",106,Mike Cahill,Michael Pitt,Brit Marling,-,"$336,472.00",English,R
959,1986,Nov,19,76,Manon of the Spring (1986),['Drama'],113,Claude Berri,Yves Montand,Daniel Auteuil,-,-,French,PG
960,2000,Sep,28,76,Billy Elliot (2000),"['Drama', 'Comedy', 'Music']",110,Stephen Daldry,Jamie Bell,Gary Lewis,"$5,000,000.00","$109,280,263.00",English,PG13
961,2009,Aug,26,76,A Prophet (2009),"['Crime', 'Drama']",155,Jacques Audiard,Tahar Rahim,Niels Arestrup,"$13,000,000.00","$17,873,691.00",French,R
962,2021,Jun,18,76,Fatherhood (2021),"['Drama', 'Comedy']",109,Paul Weitz,Kevin Hart,Melody Hurd,-,-,English,PG13
963,2015,Dec,25,76,A Man Called Ove (2015),"['Comedy', 'Drama']",116,Hannes Holm,Rolf Lassgård,Bahar Pars,-,"$30,692,889.00",Swedish,PG13
964,2013,May,31,76,The Garden of Words (2013),"['Animation', 'Drama', 'Romance']",46,Makoto Shinkai,Miyu Irino,Kana Hanazawa,-,-,Japanese,PG13
965,1950,May,17,76,In a Lonely Place (1950),"['Thriller', 'Mystery', 'Drama', 'Romance']",94,Nicholas Ray,Humphrey Bogart,Gloria Grahame,-,-,English,NR
966,2010,Mar,10,76,The Round Up (2010),"['Drama', 'History', 'War']",115,Roselyne Bosch,Jean Reno,Mélanie Laurent,"$20,000,000.00","$25,346,148.00",French,U
967,1962,Sep,25,76,The Longest Day (1962),['War'],178,Cornelius Ryan,Eddie Albert,Paul Anka,"$10,000,000.00","$50,100,000.00",English,PG
968,2019,May,03,76,Tell It to the Bees (2019),"['Romance', 'Drama']",106,Annabel Jankel,Anna Paquin,Holliday Grainger,-,-,English,NR
969,2015,Jul,03,76,Amy (2015),"['Documentary', 'Music']",128,Asif Kapadia,Amy Winehouse,Mark Ronson,-,"$8,413,144.00",English,R
970,2010,Nov,24,76,Tangled (2010),"['Animation', 'Family']",100,Bill Schwab,Mandy Moore,Zachary Levi,"$260,000,000.00","$592,461,732.00",English,AA
971,1964,Aug,05,76,Band of Outsiders (1964),"['Crime', 'Drama', 'Romance']",97,Jean-Luc Godard,Anna Karina,Claude Brasseur,"$120,000.00","$182,857.00",French,12
972,1991,Jul,12,76,Boyz n the Hood (1991),"['Crime', 'Drama']",112,John Singleton,Laurence Fishburne,Cuba Gooding Jr.,"$6,500,000.00","$57,504,069.00",English,R
973,1970,Dec,14,76,Little Big Man (1970),"['Adventure', 'Western', 'Comedy', 'Drama']",139,Arthur Penn,Dustin Hoffman,Faye Dunaway,"$15,000,000.00","$31,559,552.00",English,PG13
